,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,salary,remotework
762,53,No,Travel Rarely,1032.4872861766066,Research & Development,24,4,Medical,763,2,Female,4,3,Healthcare Representative,4,Married,8339.32,21682.23,3,No,15,3,0,2,4,1,2,1970,53914.11,No
763,37,No,Travel Frequently,556.2566609977324,Sales,1,4,Unknown,764,3,Female,1,2,Sales Executive,4,Unknown,4492.84,11681.39,1,Unknown,14,3,2,2,6,1,3,1986,53914.11,Sí
764,24,No,Unknown,290.03550973654063,Research & Development,12,3,Medical,765,3,Female,4,1,Research Scientist,3,Married,2342.59,6090.75,1,No,16,4,1,1,5,0,4,1999,28111.13,Sí
765,29,No,Travel Rarely,306.8412698412698,Research & Development,9,4,Medical,766,4,Male,3,1,Laboratory Technician,3,Unknown,4492.84,6443.67,9,No,17,3,1,2,5,1,2,1994,29740.0,No
766,32,No,Travel Rarely,1032.4872861766066,Sales,19,3,Unknown,767,4,Female,1,3,Sales Executive,3,Married,8339.32,21682.23,3,No,13,3,1,2,4,0,2,1991,100071.84,No
767,42,No,Travel Rarely,285.3809523809524,Research & Development,12,3,Medical,768,2,Female,3,1,Laboratory Technician,2,Divorced,2305.0,5993.0,8,No,22,2,3,6,5,0,4,1981,27660.0,Sí
768,41,No,Unknown,290.03550973654063,Research & Development,9,4,Life Sciences,769,3,Female,3,1,Laboratory Technician,1,Divorced,2342.59,6090.75,1,No,20,2,2,2,5,0,4,1982,28111.13,Sí
769,44,Yes,Unknown,290.03550973654063,Research & Development,1,2,Unknown,770,3,Female,3,1,Research Scientist,2,Unknown,4492.84,6090.75,1,Yes,12,3,3,2,5,2,3,1979,28111.13,Sí
770,28,No,Travel Rarely,290.03550973654063,Research & Development,1,3,Unknown,771,3,Female,3,1,Research Scientist,4,Married,2342.59,6090.75,1,No,11,3,1,6,5,0,3,1995,28111.13,Sí
771,39,No,Unknown,1032.4872861766066,Research & Development,10,1,Medical,772,3,Female,3,3,Research Director,3,Single,8339.32,21682.23,7,Unknown,21,3,0,3,4,2,2,1984,100071.84,Sí
772,40,No,Unknown,348.42063492063494,Research & Development,2,2,Life Sciences,773,3,Male,3,1,Laboratory Technician,1,Married,4492.84,7316.83,4,Unknown,17,4,1,5,4,0,2,1983,33770.0,Sí
773,37,Yes,Travel Rarely,434.67460317460313,Research & Development,10,4,Unknown,774,4,Female,3,2,Manufacturing Director,1,Single,4492.84,9128.17,1,Unknown,15,2,0,4,10,0,8,1986,42130.0,Sí
774,40,No,Unknown,671.9761904761905,Research & Development,1,3,Unknown,775,3,Male,3,2,Healthcare Representative,4,Unknown,5427.5,14111.5,4,Unknown,17,4,1,3,5,0,3,1983,65130.0,Sí
775,26,No,Travel Rarely,556.2566609977324,Sales,10,3,Unknown,776,3,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,1,No,13,1,0,4,5,1,2,1997,53914.11,No
776,42,No,Unknown,290.03550973654063,Research & Development,10,4,Technical Degree,777,3,Female,3,1,Research Scientist,3,Married,2342.59,6090.75,3,No,22,2,2,1,6,3,3,1981,28111.13,No
777,34,No,Travel Rarely,1032.4872861766066,Sales,4,3,Unknown,778,3,Female,3,3,Sales Executive,4,Married,8339.32,21682.23,2,Yes,13,4,3,3,5,1,0,1989,100071.84,Sí
778,37,No,Travel Rarely,442.0,Research & Development,7,4,Medical,779,4,Female,3,2,Research Scientist,1,Unknown,4492.84,9282.0,5,Unknown,22,3,1,2,5,0,4,1986,42840.0,Sí
779,27,No,Unknown,229.66666666666663,Research & Development,2,4,Technical Degree,780,2,Female,3,1,Research Scientist,2,Unknown,1855.0,4823.0,1,No,11,3,1,3,5,1,2,1996,22260.0,No
780,35,No,Travel Rarely,573.7539682539682,Sales,18,4,Unknown,781,2,Female,3,2,Sales Executive,1,Unknown,4634.17,12048.83,0,Unknown,16,4,1,2,5,0,4,1988,55610.0,Sí
781,28,No,No Travel,221.2063492063492,Research & Development,16,3,Medical,782,3,Female,3,1,Research Scientist,3,Single,1786.67,4645.33,1,No,14,3,0,3,5,1,4,1995,53914.11,Sí
782,29,No,Unknown,554.3571428571429,Research & Development,1,3,Life Sciences,783,1,Female,3,2,Healthcare Representative,1,Married,4477.5,11641.5,0,No,12,1,1,5,5,0,2,1994,53730.0,No
783,54,No,Unknown,298.8968253968254,Research & Development,9,2,Unknown,784,1,Male,3,2,Research Scientist,3,Married,2414.17,6276.83,3,No,11,3,2,6,4,2,3,1969,28970.0,No
784,24,No,Travel Rarely,556.2566609977324,Research & Development,41,2,Life Sciences,785,41,Female,2,2,Healthcare Representative,3,Single,4492.84,11681.39,1,No,12,2,0,2,4,1,2,1999,53914.11,Sí
785,38,No,Travel Frequently,548.9920634920635,Research & Development,6,4,Unknown,786,1,Female,2,2,Manufacturing Director,3,Married,4434.17,11528.83,2,No,11,4,1,1,8,7,7,1985,53914.11,No
786,42,No,Unknown,558.1746031746031,Research & Development,18,4,Unknown,787,4,Female,3,2,Research Scientist,1,Unknown,4492.84,11721.67,6,Unknown,17,3,1,3,4,1,2,1981,54100.0,Sí
787,41,No,Unknown,287.031746031746,Research & Development,1,3,Life Sciences,788,4,Female,3,1,Research Scientist,4,Unknown,4492.84,6027.67,3,No,22,1,1,3,5,1,0,1982,27820.0,Sí
788,25,No,Travel Rarely,556.2566609977324,Sales,8,2,Unknown,789,1,Male,3,2,Sales Executive,3,Unknown,4492.84,11681.39,0,Yes,22,2,1,3,5,0,4,1998,53914.11,Sí
789,44,No,Unknown,290.03550973654063,Research & Development,1,3,Medical,790,2,Female,3,1,Research Scientist,4,Single,4492.84,6090.75,6,Yes,12,3,0,2,4,1,2,1979,28111.13,Sí
790,50,Yes,Unknown,556.2566609977324,Sales,1,4,Unknown,791,2,Female,3,2,Sales Executive,3,Unknown,4492.84,11681.39,7,No,12,4,2,3,6,0,1,1973,53914.11,Sí
791,36,No,Unknown,556.2566609977324,Sales,11,4,Marketing,792,2,Male,2,2,Sales Executive,4,Married,4492.84,11681.39,4,No,13,1,1,2,6,0,0,1987,53914.11,No
792,45,No,Unknown,500.3968253968254,Sales,20,3,Unknown,793,4,Male,3,2,Sales Executive,3,Unknown,4492.84,10508.33,8,No,15,3,0,3,5,0,1,1978,48500.0,Sí
793,40,No,Unknown,206.4523809523809,Research & Development,2,4,Unknown,794,3,Male,3,1,Research Scientist,3,Married,1667.5,4335.5,2,Unknown,14,2,3,2,5,0,2,1983,53914.11,Sí
794,35,No,Travel Rarely,290.03550973654063,Research & Development,1,4,Unknown,795,3,Male,1,1,Research Scientist,4,Married,2342.59,6090.75,1,No,12,4,1,5,4,1,1,1988,28111.13,Sí
795,29,No,Travel Rarely,556.2566609977324,Research & Development,13,2,Other,796,4,Female,2,2,Laboratory Technician,2,Unknown,4492.84,11681.39,4,Unknown,13,1,1,2,4,0,3,1994,53914.11,No
796,34,No,Unknown,454.3809523809524,Research & Development,8,3,Unknown,797,2,Female,4,2,Laboratory Technician,3,Unknown,3670.0,9542.0,2,No,12,1,0,3,4,1,2,1989,53914.11,Sí
797,27,No,Travel Rarely,290.03550973654063,Research & Development,2,1,Unknown,798,1,Female,3,1,Laboratory Technician,2,Married,2342.59,6090.75,9,No,12,4,1,3,2,2,2,1996,28111.13,No
798,31,No,Unknown,290.03550973654063,Research & Development,26,1,Unknown,799,1,Female,3,1,Research Scientist,3,Divorced,4492.84,6090.75,1,Unknown,17,4,1,1,5,4,3,1992,28111.13,Sí
799,34,No,Travel Rarely,290.03550973654063,Research & Development,38,2,Unknown,800,2,Female,3,1,Laboratory Technician,4,Divorced,2342.59,6090.75,0,Unknown,11,3,1,2,2,1,2,1989,53914.11,Sí
800,28,Yes,Travel Rarely,290.03550973654063,Research & Development,24,3,Life Sciences,801,3,Female,2,1,Laboratory Technician,3,Single,4492.84,6090.75,5,Yes,14,2,0,4,4,0,3,1995,28111.13,Sí
801,32,No,Travel Rarely,290.03550973654063,Research & Development,5,2,Unknown,802,1,Female,4,1,Research Scientist,2,Divorced,2342.59,6090.75,0,Yes,12,4,2,5,6,0,5,1991,28111.13,Sí
802,38,No,Unknown,406.9206349206349,Research & Development,2,3,Life Sciences,803,4,Female,3,1,Research Scientist,4,Single,3286.67,8545.33,5,Yes,11,3,0,3,3,1,2,1985,39440.0,Sí
803,24,No,Unknown,556.2566609977324,Research & Development,11,2,Unknown,804,1,Male,4,2,Manufacturing Director,3,Unknown,4492.84,11681.39,0,No,18,4,1,5,4,1,3,1999,53914.11,Sí
804,34,Yes,Unknown,305.3968253968254,Research & Development,6,1,Unknown,805,2,Female,3,1,Research Scientist,1,Single,4492.84,6413.33,2,No,11,3,0,2,4,1,3,1989,29600.0,Sí
805,32,Yes,Travel Frequently,290.03550973654063,Research & Development,16,1,Unknown,806,2,Male,1,1,Research Scientist,1,Unknown,4492.84,6090.75,1,Unknown,22,2,0,5,10,6,7,1991,28111.13,No
806,46,No,Travel Rarely,1954.8492063492065,Sales,2,4,Marketing,807,2,Male,3,5,Manager,1,Single,15789.17,41051.83,3,Unknown,12,4,0,2,2,2,1,1977,189470.0,No
807,44,No,Unknown,667.0238095238095,Research & Development,10,4,Other,808,4,Female,3,2,Healthcare Representative,4,Married,4492.84,14007.5,2,Unknown,13,4,0,5,4,1,3,1979,64650.0,No
808,50,Yes,Travel Rarely,276.8174603174603,Sales,3,2,Unknown,809,1,Female,2,1,Sales Representative,3,Married,4492.84,5813.17,1,Unknown,14,3,0,2,3,0,2,1973,26830.0,Sí
809,35,No,Unknown,207.7936507936508,Sales,2,3,Marketing,810,4,Male,3,1,Sales Representative,4,Married,1678.33,4363.67,1,No,13,1,0,3,2,2,2,1988,20140.0,Sí
810,28,Yes,Unknown,355.0238095238095,Research & Development,5,4,Unknown,811,3,Female,3,1,Laboratory Technician,3,Single,4492.84,7455.5,1,Yes,13,3,0,3,2,2,2,1995,34410.0,Sí
811,26,No,Unknown,556.2566609977324,Sales,22,3,Unknown,812,22,Male,2,2,Sales Executive,4,Married,4492.84,11681.39,7,Yes,19,3,1,2,2,0,0,1997,53914.11,No
812,35,No,Travel Rarely,290.03550973654063,Research & Development,31,4,Unknown,813,3,Male,3,1,Laboratory Technician,1,Unknown,4492.84,6090.75,3,Yes,15,3,1,3,2,2,2,1988,28111.13,No
813,35,No,Unknown,290.03550973654063,Research & Development,31,3,Medical,814,2,Female,3,1,Research Scientist,1,Married,2342.59,6090.75,4,No,13,4,1,2,3,1,2,1988,53914.11,Sí
814,37,No,Travel Rarely,1409.7777777777776,Research & Development,20,4,Medical,815,1,Female,3,3,Research Director,3,Unknown,11386.67,29605.33,4,Unknown,13,1,0,3,5,0,2,1986,136640.0,Sí
815,46,No,Travel Rarely,518.0396825396825,Human Resources,38,2,Medical,816,38,Female,3,2,Human Resources,2,Divorced,4184.17,10878.83,8,Yes,22,4,1,2,4,0,2,1977,50210.0,Sí
816,34,No,Travel Rarely,556.2566609977324,Research & Development,1,2,Medical,817,1,Female,3,2,Manufacturing Director,2,Married,4492.84,11681.39,1,No,15,3,0,2,5,1,3,1989,53914.11,Sí
817,51,No,Travel Rarely,290.03550973654063,Research & Development,9,4,Unknown,818,4,Female,3,1,Laboratory Technician,4,Unknown,4492.84,6090.75,3,Unknown,23,2,2,4,4,0,3,1972,28111.13,Sí
818,24,No,Travel Rarely,556.2566609977324,Sales,3,2,Other,819,1,Male,3,2,Sales Executive,3,Married,4492.84,11681.39,0,No,21,1,1,2,3,0,2,1999,53914.11,Sí
819,44,No,Unknown,556.2566609977324,Research & Development,23,3,Unknown,820,2,Female,3,2,Laboratory Technician,2,Married,4492.84,11681.39,4,Unknown,12,3,1,3,3,1,2,1979,53914.11,Sí
820,37,Yes,Travel Rarely,290.03550973654063,Human Resources,6,4,Human Resources,821,3,Female,3,1,Human Resources,1,Divorced,2342.59,6090.75,4,Unknown,22,4,0,3,3,0,2,1986,28111.13,Sí
821,59,No,No Travel,1944.2222222222224,Sales,2,4,Human Resources,822,3,Male,2,5,Manager,4,Unknown,4492.84,40828.67,9,No,21,4,1,3,3,2,2,1964,188440.0,No
822,25,No,Unknown,290.03550973654063,Research & Development,7,1,Unknown,823,4,Female,2,1,Research Scientist,4,Married,2342.59,6090.75,1,No,11,3,2,2,2,2,1,1998,28111.13,Sí
823,43,No,Unknown,488.9444444444444,Research & Development,26,3,Medical,824,2,Male,4,1,Research Scientist,3,Single,3949.17,10267.83,4,Unknown,12,4,0,2,3,1,2,1980,53914.11,Sí
824,50,No,Travel Frequently,1032.4872861766066,Sales,12,3,Unknown,825,3,Male,3,3,Sales Executive,4,Single,8339.32,21682.23,4,No,11,4,0,3,2,2,1,1973,100071.84,No
825,31,Yes,Travel Rarely,556.2566609977324,Sales,20,3,Unknown,826,2,Male,1,2,Sales Executive,3,Unknown,4492.84,11681.39,3,Yes,11,3,1,2,2,2,2,1992,53914.11,Sí
826,36,No,Unknown,556.2566609977324,Research & Development,6,2,Medical,827,2,Female,3,2,Manufacturing Director,2,Divorced,4492.84,11681.39,6,No,20,4,2,0,3,0,1,1987,53914.11,No
827,51,Yes,Travel Frequently,1098.809523809524,Research & Development,16,4,Unknown,828,1,Female,1,3,Manufacturing Director,4,Unknown,4492.84,23075.0,2,Unknown,15,4,0,2,4,0,3,1972,106500.0,No
828,25,No,Unknown,556.2566609977324,Sales,28,3,Life Sciences,829,1,Female,2,2,Sales Executive,3,Unknown,4492.84,11681.39,2,Unknown,18,4,0,3,2,2,2,1998,53914.11,No
829,38,No,Travel Rarely,445.4047619047618,Research & Development,3,5,Technical Degree,830,4,Male,3,2,Research Scientist,3,Unknown,3597.5,9353.5,3,Yes,20,2,0,2,3,2,2,1985,43170.0,No
830,30,No,Travel Rarely,290.03550973654063,Research & Development,5,3,Technical Degree,831,4,Male,3,1,Research Scientist,1,Divorced,2342.59,6090.75,5,No,14,4,1,3,3,2,2,1993,28111.13,Sí
831,22,No,Unknown,290.03550973654063,Research & Development,36,1,Medical,832,36,Female,3,1,Research Scientist,4,Married,2342.59,6090.75,1,No,24,1,2,6,2,2,2,2001,53914.11,Sí
832,27,No,No Travel,208.82539682539684,Research & Development,9,3,Medical,833,4,Female,3,1,Research Scientist,2,Unknown,1686.67,4385.33,6,Unknown,18,4,1,1,2,2,2,1996,20240.0,Sí
833,28,No,Unknown,290.03550973654063,Research & Development,21,3,Medical,834,3,Female,3,1,Research Scientist,4,Married,2342.59,6090.75,1,No,11,3,1,2,5,0,2,1995,28111.13,Sí
834,27,No,Unknown,315.5079365079365,Research & Development,17,3,Unknown,835,3,Female,3,1,Research Scientist,2,Unknown,4492.84,6625.67,0,Unknown,16,4,1,3,5,1,1,1996,30580.0,Sí
835,56,No,Travel Rarely,290.03550973654063,Research & Development,8,3,Life Sciences,836,3,Male,3,1,Research Scientist,1,Divorced,2342.59,6090.75,4,Unknown,18,3,1,3,2,2,2,1967,28111.13,Sí
836,38,No,Travel Rarely,290.03550973654063,Research & Development,9,2,Unknown,837,3,Male,3,1,Laboratory Technician,4,Single,4492.84,6090.75,1,Unknown,12,3,0,3,2,2,1,1985,28111.13,Sí
837,31,No,Travel Rarely,405.3730158730159,Research & Development,12,1,Medical,838,3,Male,3,1,Research Scientist,4,Unknown,3274.17,8512.83,8,Unknown,23,3,1,0,4,0,2,1992,39290.0,Sí
838,34,No,Travel Rarely,290.03550973654063,Research & Development,27,2,Medical,839,4,Male,3,1,Research Scientist,2,Unknown,2342.59,6090.75,2,No,15,4,0,3,3,1,2,1989,53914.11,Sí
839,50,No,Unknown,290.03550973654063,Research & Development,1,3,Unknown,840,3,Female,2,1,Laboratory Technician,3,Unknown,2342.59,6090.75,2,Unknown,15,4,1,2,3,0,2,1973,28111.13,No
840,53,No,Unknown,556.2566609977324,Research & Development,13,2,Unknown,841,4,Male,4,2,Manufacturing Director,1,Divorced,4492.84,11681.39,1,No,11,3,2,3,4,1,3,1970,53914.11,No
841,35,No,Travel Frequently,456.5476190476191,Research & Development,24,3,Medical,842,2,Male,3,2,Laboratory Technician,2,Single,3687.5,9587.5,5,Unknown,11,4,0,5,6,1,2,1988,44250.0,Sí
842,27,No,Travel Frequently,556.2566609977324,Research & Development,1,1,Unknown,843,3,Female,2,2,Manufacturing Director,1,Married,4492.84,11681.39,5,Unknown,19,3,1,1,2,2,0,1996,53914.11,No
843,40,No,Unknown,556.2566609977324,Research & Development,38,2,Unknown,844,3,Female,3,2,Laboratory Technician,4,Married,4492.84,11681.39,8,Unknown,15,3,1,2,7,3,7,1983,53914.11,Sí
844,22,No,Unknown,240.1904761904762,Research & Development,22,3,Life Sciences,845,22,Female,4,1,Research Scientist,2,Unknown,1940.0,5044.0,1,Unknown,16,1,1,2,4,2,2,2001,23280.0,No
845,40,No,Unknown,556.2566609977324,Research & Development,10,5,Life Sciences,846,4,Female,2,2,Healthcare Representative,4,Unknown,4492.84,11681.39,9,No,14,4,1,5,3,0,2,1983,53914.11,Sí
846,46,No,Unknown,1032.4872861766066,Research & Development,1,4,Unknown,847,4,Female,3,3,Healthcare Representative,1,Unknown,8339.32,21682.23,7,No,16,3,1,3,4,0,3,1977,53914.11,Sí
847,30,Yes,Unknown,274.13492063492066,Research & Development,3,3,Technical Degree,848,4,Male,3,1,Research Scientist,1,Unknown,2214.17,5756.83,5,Yes,11,3,0,5,5,0,4,1993,53914.11,Sí
848,29,Yes,Unknown,290.03550973654063,Research & Development,1,3,Unknown,849,3,Female,3,1,Research Scientist,3,Single,2342.59,6090.75,0,Unknown,14,4,0,1,6,1,5,1994,28111.13,No
849,54,No,Unknown,612.8571428571429,Sales,3,3,Unknown,850,4,Male,3,2,Sales Executive,1,Married,4492.84,12870.0,2,Unknown,14,4,1,4,6,0,5,1969,59400.0,No
850,33,No,Travel Rarely,270.5238095238095,Research & Development,4,4,Unknown,851,3,Male,2,1,Research Scientist,2,Married,2185.0,5681.0,6,Unknown,21,4,0,3,3,1,1,1990,26220.0,Sí
851,52,No,Travel Rarely,331.3968253968254,Research & Development,2,3,Unknown,852,3,Male,2,1,Laboratory Technician,4,Single,2676.67,6959.33,7,Unknown,15,2,0,3,2,2,2,1971,32120.0,Sí
852,59,No,Travel Rarely,290.03550973654063,Human Resources,6,2,Medical,853,2,Female,3,1,Human Resources,3,Married,2342.59,6090.75,8,Unknown,17,4,0,2,2,2,2,1964,28111.13,No
853,32,Yes,Unknown,290.03550973654063,Research & Development,1,3,Unknown,854,4,Female,2,1,Laboratory Technician,3,Single,2342.59,6090.75,0,Unknown,14,4,0,2,3,1,2,1991,53914.11,Sí
854,39,No,Unknown,290.03550973654063,Research & Development,24,4,Medical,855,24,Male,3,1,Laboratory Technician,3,Divorced,2342.59,6090.75,7,No,14,3,3,1,3,1,2,1984,28111.13,No
855,32,No,No Travel,556.2566609977324,Sales,26,4,Marketing,856,3,Female,3,2,Sales Executive,4,Unknown,4492.84,11681.39,0,No,18,1,0,2,3,2,2,1991,53914.11,Sí
856,31,No,Unknown,1032.4872861766066,Research & Development,3,4,Medical,857,2,Female,3,3,Research Director,3,Divorced,8339.32,21682.23,9,No,12,1,1,3,2,2,2,1992,100071.84,Sí
857,33,No,Travel Rarely,300.3412698412698,Research & Development,5,4,Life Sciences,858,3,Male,2,1,Research Scientist,4,Married,2425.83,6307.17,1,Unknown,13,3,1,2,2,0,2,1990,29110.0,Sí
858,45,No,Unknown,556.2566609977324,Research & Development,23,4,Life Sciences,859,1,Female,4,2,Manufacturing Director,3,Unknown,4492.84,11681.39,4,Unknown,17,4,1,1,3,0,2,1978,53914.11,Sí
859,42,No,Unknown,556.2566609977324,Research & Development,17,2,Unknown,860,4,Male,4,2,Research Scientist,1,Single,4492.84,11681.39,3,Yes,13,3,0,1,3,0,2,1981,53914.11,Sí
860,29,No,Unknown,715.1031746031746,Sales,19,2,Marketing,861,4,Female,3,2,Sales Executive,4,Divorced,4492.84,15017.17,2,No,14,4,1,2,3,0,2,1994,69310.0,No
861,25,No,Travel Rarely,556.2566609977324,Research & Development,1,3,Unknown,862,1,Male,3,2,Manufacturing Director,3,Married,4492.84,11681.39,0,No,12,4,2,3,4,1,2,1998,53914.11,No
862,32,No,Unknown,224.5079365079365,Research & Development,2,1,Unknown,863,4,Female,2,2,Laboratory Technician,1,Unknown,1813.33,4714.67,4,No,13,4,0,5,6,0,4,1991,21760.0,No
863,28,No,Travel Rarely,290.03550973654063,Research & Development,9,3,Unknown,864,4,Female,3,1,Research Scientist,4,Married,4492.84,6090.75,1,No,23,4,1,3,5,0,4,1995,28111.13,Sí
864,21,No,Travel Rarely,333.25396825396825,Research & Development,3,2,Unknown,865,4,Female,2,1,Research Scientist,3,Single,4492.84,6998.33,1,No,17,1,0,4,3,1,0,2002,32300.0,No
865,37,No,No Travel,1032.4872861766066,Research & Development,1,4,Medical,866,1,Male,3,3,Research Director,4,Divorced,8339.32,21682.23,2,Yes,18,1,2,2,5,0,2,1986,100071.84,No
866,38,No,Travel Rarely,556.2566609977324,Research & Development,23,4,Life Sciences,867,4,Female,3,2,Healthcare Representative,4,Unknown,4492.84,11681.39,9,Unknown,14,2,1,2,2,1,2,1985,53914.11,No
867,26,Yes,Travel Rarely,290.03550973654063,Research & Development,16,4,Medical,868,1,Female,3,1,Laboratory Technician,2,Divorced,2342.59,6090.75,2,Yes,13,4,1,2,3,0,2,1997,28111.13,No
868,49,No,Unknown,1925.753968253968,Research & Development,10,4,Life Sciences,869,3,Male,3,5,Research Director,1,Single,15554.17,40440.83,9,Yes,11,4,0,4,3,1,2,1974,186650.0,Sí
869,31,No,Travel Frequently,287.75396825396825,Sales,5,3,Unknown,870,4,Male,3,1,Sales Representative,2,Divorced,4492.84,6042.83,1,Unknown,11,3,1,5,2,2,2,1992,27890.0,Sí
870,37,No,Travel Frequently,290.03550973654063,Research & Development,9,3,Medical,871,2,Female,3,1,Research Scientist,4,Married,2342.59,6090.75,1,Unknown,12,3,3,3,4,1,2,1986,28111.13,No
871,31,No,Travel Rarely,290.03550973654063,Research & Development,11,4,Unknown,872,11,Female,3,1,Research Scientist,4,Married,2342.59,6090.75,0,Unknown,12,3,1,4,5,0,3,1992,28111.13,Sí
872,31,No,Travel Rarely,661.3492063492064,Human Resources,2,3,Human Resources,873,1,Female,2,2,Human Resources,1,Unknown,5341.67,13888.33,3,No,12,4,0,1,2,1,0,1992,64100.0,No
873,31,No,Unknown,290.03550973654063,Research & Development,2,4,Unknown,874,3,Female,3,1,Research Scientist,4,Unknown,2342.59,6090.75,0,Unknown,18,2,1,2,2,2,2,1992,28111.13,Sí
874,52,Yes,Unknown,509.78571428571433,Research & Development,17,4,Medical,875,17,Female,2,2,Research Scientist,2,Unknown,4117.5,10705.5,2,No,15,1,0,3,8,7,7,1971,49410.0,No
875,28,Yes,Unknown,290.03550973654063,Research & Development,2,4,Medical,876,1,Female,1,1,Research Scientist,4,Married,2342.59,6090.75,5,Yes,13,4,0,4,3,2,2,1995,53914.11,Sí
876,47,No,Travel Rarely,1973.9841269841268,Research & Development,5,5,Unknown,877,4,Female,3,5,Research Director,3,Married,4492.84,41453.67,4,Unknown,11,2,1,2,3,1,1,1976,191324.62,No
877,29,No,Unknown,410.9444444444444,Research & Development,9,5,Other,878,2,Female,2,1,Laboratory Technician,4,Unknown,3319.17,8629.83,0,No,17,3,0,2,3,2,2,1994,39830.0,Sí
878,37,No,Unknown,654.8492063492064,Research & Development,5,2,Medical,879,4,Female,3,2,Manufacturing Director,4,Unknown,5289.17,13751.83,7,No,16,3,2,2,6,0,4,1986,53914.11,Sí
879,23,No,Unknown,299.61904761904765,Research & Development,26,1,Unknown,880,3,Female,3,1,Research Scientist,4,Unknown,2420.0,6292.0,1,Unknown,12,3,2,2,4,0,2,2000,29040.0,No
880,42,No,Travel Rarely,278.1587301587302,Human Resources,2,1,Unknown,881,3,Female,3,1,Human Resources,3,Divorced,2246.67,5841.33,0,Yes,11,3,1,5,3,1,0,1981,53914.11,No
881,30,No,Unknown,556.2566609977324,Sales,25,2,Unknown,882,4,Male,3,2,Sales Executive,3,Unknown,4492.84,11681.39,7,Unknown,12,2,1,2,2,2,2,1993,53914.11,No
882,21,Yes,Unknown,224.3015873015873,Sales,31,1,Unknown,883,1,Male,2,1,Sales Representative,2,Single,4492.84,4710.33,1,Unknown,11,3,0,3,3,1,2,2002,21740.0,Sí
883,57,No,Travel Rarely,696.9444444444445,Research & Development,1,4,Medical,884,4,Female,3,2,Healthcare Representative,3,Unknown,5629.17,14635.83,2,No,11,3,0,2,3,1,2,1966,53914.11,Sí
884,21,No,Unknown,290.03550973654063,Sales,9,2,Unknown,885,1,Female,3,1,Sales Representative,4,Single,2342.59,6090.75,1,Unknown,24,3,0,3,3,2,2,2002,28111.13,Sí
885,31,No,Travel Rarely,274.13492063492066,Research & Development,9,4,Life Sciences,886,3,Female,2,1,Research Scientist,2,Unknown,2214.17,5756.83,0,Unknown,16,4,0,5,2,2,2,1992,26570.0,Sí
886,29,No,Unknown,290.03550973654063,Research & Development,17,3,Unknown,887,17,Female,3,1,Research Scientist,4,Unknown,2342.59,6090.75,9,No,16,4,0,4,3,1,2,1994,28111.13,No
887,27,No,Travel Rarely,290.03550973654063,Research & Development,1,2,Unknown,888,4,Female,3,1,Laboratory Technician,2,Unknown,2342.59,6090.75,1,No,11,2,1,2,5,0,4,1996,28111.13,Sí
888,49,No,Travel Rarely,1131.309523809524,Research & Development,7,3,Other,889,2,Female,2,3,Healthcare Representative,3,Single,9137.5,23757.5,8,No,24,3,0,2,5,0,0,1974,109650.0,Sí
889,36,No,Travel Rarely,262.3730158730159,Research & Development,2,3,Unknown,890,4,Male,3,1,Research Scientist,3,Married,4492.84,5509.83,4,No,13,2,1,3,2,2,2,1987,25430.0,Sí
890,34,Yes,No Travel,547.2380952380953,Sales,19,3,Marketing,891,1,Female,4,2,Sales Executive,4,Unknown,4420.0,11492.0,8,Yes,13,2,0,3,5,0,4,1989,53040.0,Sí
891,24,No,Unknown,556.2566609977324,Sales,10,4,Marketing,892,4,Male,3,2,Sales Executive,3,Divorced,4492.84,11681.39,1,Yes,12,4,1,2,5,0,3,1999,53914.11,Sí
892,42,No,Unknown,290.03550973654063,Research & Development,1,4,Unknown,893,2,Male,3,1,Laboratory Technician,1,Unknown,4492.84,6090.75,3,No,16,2,1,5,5,1,2,1981,28111.13,Sí
893,54,No,Unknown,2002.2063492063487,Research & Development,5,2,Medical,894,1,Female,3,5,Research Director,1,Married,16171.67,42046.33,4,Unknown,11,3,1,4,4,1,2,1969,194060.0,No
894,34,No,Unknown,674.5555555555557,Sales,4,4,Unknown,895,3,Male,3,2,Sales Executive,3,Married,5448.33,14165.67,9,No,15,1,1,3,3,1,2,1989,65380.0,Sí
895,43,No,Unknown,232.968253968254,Research & Development,21,3,Unknown,896,4,Female,3,1,Laboratory Technician,4,Unknown,1881.67,4892.33,7,Unknown,20,1,1,1,3,1,2,1980,53914.11,Sí
896,43,No,Travel Rarely,556.2566609977324,Research & Development,8,4,Other,897,3,Male,3,2,Healthcare Representative,3,Unknown,4492.84,11681.39,4,Yes,14,4,0,3,5,0,2,1980,53914.11,Sí
897,31,No,Travel Rarely,228.84126984126985,Research & Development,1,2,Unknown,898,4,Female,2,1,Laboratory Technician,1,Married,4492.84,4805.67,1,No,12,3,1,3,4,3,2,1992,22180.0,No
